country;year;uneducated;primary;secondary;tertiary;years of education total;years education primary;years education secondary;years education tertiary;population in thousands;region
;1880;99,9;0,1;0;0;0,01;0,01;0;0;10974;Asia and the Pacific
;1885;99,9;0,1;0;0;0,01;0,01;0;0;11050;Asia and the Pacific
;1890;99,8;0,1;0;0;0,01;0,01;0;0;11125;Asia and the Pacific
;1895;99,8;0,2;0,1;0;0,01;0,01;0;0;11202;Asia and the Pacific
;1900;99,7;0,2;0,1;0;0,02;0,01;0;0;11278;Asia and the Pacific
;1905;97,6;1,4;0,9;0,1;0,13;0,1;0,03;0;11356;Asia and the Pacific
;1910;95,6;2,5;1,7;0,2;0,25;0,17;0,07;0,01;11433;Asia and the Pacific
;1915;94;3,2;2,4;0,3;0,34;0,24;0,09;0,01;11794;Asia and the Pacific
;1920;90,2;5,5;4,1;0,3;0,54;0,39;0,14;0,01;12151;Asia and the Pacific
;1925;89,1;6;4,7;0,3;0,61;0,43;0,16;0,01;12847;Asia and the Pacific
;1930;88;6,4;5,3;0,4;0,68;0,48;0,18;0,01;13538;Asia and the Pacific
;1935;87,1;6,6;5,9;0,4;0,74;0,52;0,21;0,01;14498;Asia and the Pacific
;1940;86,2;6,6;6,7;0,4;0,81;0,56;0,23;0,02;15452;Asia and the Pacific
;1945;85,3;6,6;7,7;0,5;0,89;0,61;0,26;0,02;18874;Asia and the Pacific
;1950;85,2;6,8;7,4;0,6;1;0,61;0,37;0,02;20954;Asia and the Pacific
;1955;84,7;7,3;7,4;0,6;1,02;0,62;0,37;0,02;22960;Asia and the Pacific
;1960;82,6;8,3;8,2;0,8;1,18;0,71;0,44;0,03;25320;Asia and the Pacific
;1965;80,3;9,6;8,9;1,1;1,42;0,88;0,5;0,04;28141;Asia and the Pacific
;1970;79,2;9,2;10,2;1,4;1,63;0,98;0,6;0,05;32122;Asia and the Pacific
;1975;75,5;10,8;12;1,6;1,95;1,17;0,72;0,06;36893;Asia and the Pacific
;1980;73,4;10,2;14,6;1,8;2,24;1,28;0,89;0,07;42666;Asia and the Pacific
;1985;69,1;11,6;17,1;2,1;2,62;1,49;1,05;0,08;50830;Asia and the Pacific
;1990;64,8;12,4;20,3;2,5;3,05;1,7;1,25;0,09;59231;Asia and the Pacific
;1995;62;12,2;20,8;5;3,52;1,85;1,48;0,19;66524;Asia and the Pacific
;2000;58,5;11,9;22,3;7,4;4,04;2,02;1,74;0,27;78502;Asia and the Pacific
;2005;43,7;18,7;32,3;5,3;5,05;2,74;2,12;0,19;91404;Asia and the Pacific
;2010;43,9;17,6;32,7;5,8;5,22;2,74;2,28;0,21;105540;Asia and the Pacific
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
Philippines;1870;98,7;1,3;0;0;0,03;0,03;0;0;2868;Asia and the Pacific
;1875;98,3;1,7;0;0;0,04;0,04;0;0;3056;Asia and the Pacific
;1880;97,7;2,3;0;0;0,05;0,05;0;0;3242;Asia and the Pacific
;1885;97;3;0;0;0,07;0,07;0;0;3427;Asia and the Pacific
;1890;96;4;0;0;0,09;0,09;0;0;3610;Asia and the Pacific
;1895;94,8;5,2;0;0;0,12;0,12;0;0;3831;Asia and the Pacific
;1900;93,3;6,2;0,4;0,2;0,19;0,16;0,02;0,01;4051;Asia and the Pacific
;1905;92;7,3;0,5;0,2;0,23;0,19;0,03;0,01;4438;Asia and the Pacific
;1910;91,6;3,8;4,4;0,2;0,47;0,27;0,19;0,01;4862;Asia and the Pacific
;1915;85,5;8,7;5,6;0,3;0,7;0,44;0,25;0,01;5327;Asia and the Pacific
;1920;77,7;16;5,9;0,4;0,92;0,63;0,28;0,02;5837;Asia and the Pacific
;1925;71,7;20,8;6,9;0,7;1,16;0,79;0,34;0,02;6396;Asia and the Pacific
;1930;65,5;25,9;7,8;0,9;1,39;0,97;0,4;0,03;7122;Asia and the Pacific
;1935;58,7;31,1;9,1;1,2;1,69;1,17;0,48;0,04;7979;Asia and the Pacific
;1940;56,3;32,8;9,5;1,4;1,8;1,24;0,52;0,05;8564;Asia and the Pacific
;1945;52,4;35,6;10,2;1,7;1,99;1,36;0,57;0,06;9693;Asia and the Pacific
;1950;43,7;43;10,6;2,6;2,35;1,62;0,65;0,09;10562;Asia and the Pacific
;1955;23,7;57;13,6;5,7;3,36;2,22;0,96;0,18;12003;Asia and the Pacific
;1960;25,5;53,6;14,6;6,3;3,49;2,25;1,04;0,2;13828;Asia and the Pacific
;1965;19,9;55,2;16,1;8,8;4,01;2,48;1,26;0,27;16048;Asia and the Pacific
;1970;13,4;56,3;19,2;11,1;4,83;3,08;1,4;0,34;18918;Asia and the Pacific
;1975;9,7;53,7;23,7;12,9;5,56;3,66;1,52;0,38;22155;Asia and the Pacific
;1980;8,2;48,4;26,9;16,6;6,26;4,07;1,7;0,5;25825;Asia and the Pacific
;1985;6,9;45,6;30,6;16,9;6,64;4,36;1,79;0,49;29706;Asia and the Pacific
;1990;5,1;40,9;34,8;18,8;7,15;4,66;1,97;0,51;34122;Asia and the Pacific
;1995;5,2;36,2;36;22,7;7,59;4,88;2,12;0,59;39212;Asia and the Pacific
;2000;5,2;32,2;36,4;26,1;7,96;5,05;2,25;0,65;44667;Asia and the Pacific
;2005;3,7;28,2;42,9;25,2;8,27;5,3;2,35;0,63;50645;Asia and the Pacific
;2010;2,3;24,9;48,3;24,5;8,65;5,51;2,52;0,61;56920;Asia and the Pacific
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
Republic of Korea;1870;100;0;0;0;0,01;0;0;0;5658;Asia and the Pacific
;1875;100;0;0;0;0,01;0;0;0;5664;Asia and the Pacific
;1880;100;0;0;0;0,01;0;0;0;5669;Asia and the Pacific
;1885;100;0;0;0;0,01;0;0;0;5675;Asia and the Pacific
;1890;100;0;0;0;0,01;0;0;0;5680;Asia and the Pacific
;1895;100;0;0;0;0,01;0;0;0;5686;Asia and the Pacific
;1900;94,4;5,5;0,1;0;0,3;0,3;0,01;0;5691;Asia and the Pacific
;1905;88,9;10,9;0,2;0,1;0,6;0,59;0,01;0;5741;Asia and the Pacific
;1910;84,7;14,9;0,3;0,1;0,82;0,81;0,01;0;5790;Asia and the Pacific
;1915;74,9;22,2;2,5;0,4;1,46;1,34;0,11;0,01;6248;Asia and the Pacific
;1920;67,3;27,8;4,5;0,5;1,96;1,76;0,19;0,01;6749;Asia and the Pacific
;1925;60,3;34;5,1;0,6;2,37;2,13;0,22;0,02;7629;Asia and the Pacific
;1930;53,4;39,9;6;0,7;2,8;2,52;0,26;0,02;8112;Asia and the Pacific
;1935;46,2;46,5;6,6;0,8;3,24;2,93;0,29;0,02;8607;Asia and the Pacific
;1940;40,1;52,2;6,8;0,9;3,63;3,29;0,31;0,03;8774;Asia and the Pacific
;1945;34,8;57,2;7;1;3,96;3,62;0,31;0,03;8991;Asia and the Pacific
;1950;25,9;63,7;8,8;1,6;4,64;4,18;0,41;0,05;10429;Asia and the Pacific
;1955;20,2;64,4;13,4;1,9;5,22;4,56;0,6;0,06;12204;Asia and the Pacific
;1960;39,4;38,9;18,8;2,8;4,46;3,52;0,85;0,09;13685;Asia and the Pacific
;1965;27,9;41,7;26,2;4,2;5,68;4,27;1,28;0,13;15259;Asia and the Pacific
;1970;20,7;40,8;32,4;6,1;6,59;4,71;1,68;0,19;17441;Asia and the Pacific
;1975;14;37,2;41,9;6,9;7,54;5,12;2,2;0,22;20689;Asia and the Pacific
;1980;10;28,1;52,3;9,6;8,61;5,37;2,95;0,29;23710;Asia and the Pacific
;1985;8;20,4;57,5;14,2;9,52;5,5;3,6;0,42;26827;Asia and the Pacific
;1990;4,8;15,1;62;18,2;10,46;5,69;4,23;0,54;29648;Asia and the Pacific
;1995;2,7;12,4;60,7;24,1;11,17;5,82;4,61;0,74;31856;Asia and the Pacific
;2000;2,1;9,7;55,6;32,7;11,8;5,86;4,92;1,02;33587;Asia and the Pacific
;2005;1,4;7,2;56,7;34,7;12,27;5,9;5,19;1,18;34415;Asia and the Pacific
;2010;0,7;5,5;46,6;47,1;12,96;5,94;5,4;1,61;35381;Asia and the Pacific
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
Sri Lanka;1870;95,3;4,7;0;0;0,16;0,16;0;0;1625;Asia and the Pacific
;1875;94,8;5,2;0;0;0,18;0,17;0;0;1616;Asia and the Pacific
;1880;94,2;5,8;0;0;0,19;0,19;0;0;1607;Asia and the Pacific
;1885;92,8;7,2;0;0;0,23;0,23;0;0;1665;Asia and the Pacific
;1890;90,7;9,3;0;0;0,3;0,3;0;0;1723;Asia and the Pacific
;1895;88;12;0;0;0,38;0,38;0;0;1874;Asia and the Pacific
;1900;85;14,9;0,1;0;0,48;0,48;0;0;2025;Asia and the Pacific
;1905;81,9;17,9;0,2;0;0,58;0,57;0,01;0;2179;Asia and the Pacific
;1910;75,9;22,6;1,6;0;0,87;0,81;0,06;0;2333;Asia and the Pacific
;1915;69,9;27;3;0,1;1,17;1,05;0,12;0;2511;Asia and the Pacific
;1920;65,2;30,4;4,4;0,1;1,42;1,25;0,17;0;2620;Asia and the Pacific
;1925;56,4;33,7;9,9;0,1;2,08;1,71;0,37;0;2869;Asia and the Pacific
;1930;51,1;36,8;12,1;0,1;2,42;1,96;0,45;0;3052;Asia and the Pacific
;1935;45,4;40,4;14,1;0,2;2,76;2,22;0,53;0;3279;Asia and the Pacific
;1940;41,1;42,6;16,1;0,2;3,05;2,43;0,61;0,01;3508;Asia and the Pacific
;1945;36,6;45,7;17,5;0,2;3,3;2,63;0,66;0,01;3946;Asia and the Pacific
;1950;34;46,2;19,5;0,3;3,55;2,78;0,76;0,01;4229;Asia and the Pacific
;1955;30,9;46,7;22;0,3;3,84;2,95;0,87;0,01;4766;Asia and the Pacific
;1960;28;47,2;24,4;0,4;4,12;3,12;1;0,01;5412;Asia and the Pacific
;1965;25,1;46,4;28,2;0,4;4,49;3,32;1,16;0,01;6173;Asia and the Pacific
;1970;16,4;36,1;46,1;1,4;6,63;4,71;1,87;0,04;7118;Asia and the Pacific
;1975;14,4;39,7;44,7;1,2;6,97;5,19;1,74;0,04;8221;Asia and the Pacific
;1980;12,1;44,1;43;0,8;7,22;5,57;1,63;0,03;9110;Asia and the Pacific
;1985;12,1;35,8;49,2;3;7,89;5,88;1,92;0,09;10008;Asia and the Pacific
;1990;8,7;29,9;55,5;5,9;8,9;6,09;2,63;0,18;11130;Asia and the Pacific
;1995;7,8;21,3;61,1;9,8;9,83;6,14;3,39;0,31;12177;Asia and the Pacific
;2000;7,2;12,2;66,4;14,2;10,77;6,05;4,27;0,45;13338;Asia and the Pacific
;2005;5,1;13,9;65,3;15,6;10,83;5,99;4,35;0,49;14237;Asia and the Pacific
;2010;3;13,9;67,5;15,6;10,67;5,98;4,2;0,5;14969;Asia and the Pacific
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
Taiwan;1870;100;0;0;0;0;0;0;0;1416;Asia and the Pacific
;1875;100;0;0;0;0;0;0;0;1443;Asia and the Pacific
;1880;100;0;0;0;0;0;0;0;1470;Asia and the Pacific
;1885;100;0;0;0;0;0;0;0;1497;Asia and the Pacific
;1890;100;0,1;0;0;0,01;0;0;0;1525;Asia and the Pacific
;1895;99,8;0,2;0;0;0,01;0,01;0;0;1640;Asia and the Pacific
;1900;99,6;0,4;0;0;0,02;0,02;0;0;1755;Asia and the Pacific
;1905;99,2;0,9;0;0;0,03;0,03;0;0;1880;Asia and the Pacific
;1910;98,3;1,7;0,1;0;0,07;0,06;0;0;1964;Asia and the Pacific
;1915;97,4;2,5;0,1;0;0,1;0,09;0,01;0;2034;Asia and the Pacific
;1920;89,3;7,9;2,2;0,6;0,53;0,39;0,13;0,01;2127;Asia and the Pacific
;1925;86,8;5,5;6,6;1,1;0,88;0,5;0,35;0,03;2390;Asia and the Pacific
;1930;79,3;9,6;9,5;1,6;1,34;0,78;0,52;0,05;2621;Asia and the Pacific
;1935;71,3;15,1;11,6;2;1,76;1,07;0,64;0,06;2881;Asia and the Pacific
;1940;64,6;19,7;13,3;2,4;2,12;1,31;0,74;0,07;2929;Asia and the Pacific
;1945;57,1;25,2;15;2,7;2,5;1,59;0,83;0,08;3751;Asia and the Pacific
;1950;44,3;34,9;17,6;3,3;3,16;2,1;0,96;0,1;4337;Asia and the Pacific
;1955;38;39,5;19,2;3,3;3,47;2,34;1,04;0,1;4915;Asia and the Pacific
;1960;32,8;42,9;20,6;3,6;3,76;2,52;1,13;0,11;5620;Asia and the Pacific
;1965;27,2;45,7;22,8;4,5;4,18;2,75;1,3;0,13;6626;Asia and the Pacific
;1970;22,3;45,4;25,7;6,6;5,1;3,36;1,57;0,17;8425;Asia and the Pacific
;1975;18,4;40,8;34,1;6,7;6,07;3,86;2,02;0,18;9882;Asia and the Pacific
;1980;14,2;35,5;40,1;10,2;7,1;4,31;2,51;0,28;11330;Asia and the Pacific
;1985;10,3;31,3;46,2;12,2;7,89;4,64;2,92;0,33;12620;Asia and the Pacific
;1990;7;27,6;49,1;16,3;8,68;4,92;3,34;0,42;13608;Asia and the Pacific
;1995;4;22,2;53,1;20,7;9,55;5,23;3,8;0,53;14649;Asia and the Pacific
;2000;1,9;16,6;55,7;25,8;10,38;5,48;4,26;0,64;15652;Asia and the Pacific
;2005;0,8;11,8;52;35,4;11,35;5,71;4,77;0,87;16295;Asia and the Pacific
;2010;0,4;7,9;49,6;42,2;11,96;5,86;5,08;1,02;16632;Asia and the Pacific
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
Thailand;1870;100;0;0;0;0,01;0;0;0;3354;Asia and the Pacific
;1875;99,9;0,1;0;0;0,01;0;0;0;3479;Asia and the Pacific
;1880;99,9;0,2;0;0;0,01;0,01;0;0;3604;Asia and the Pacific
;1885;99,7;0,3;0;0;0,01;0,01;0;0;3729;Asia and the Pacific
;1890;99,6;0,4;0;0;0,02;0,02;0;0;3853;Asia and the Pacific
;1895;99,3;0,7;0;0;0,03;0,03;0;0;4035;Asia and the Pacific
;1900;98,8;1,2;0;0;0,04;0,04;0;0;4217;Asia and the Pacific
;1905;94,9;4,7;0,4;0,1;0,2;0,18;0,02;0;4486;Asia and the Pacific
;1910;90,9;8,3;0,7;0,1;0,34;0,31;0,03;0;4772;Asia and the Pacific
;1915;88;10,9;1;0,1;0,46;0,41;0,05;0;5140;Asia and the Pacific
;1920;88,7;8,4;2,8;0,2;0,51;0,39;0,11;0,01;5617;Asia and the Pacific
;1925;85,9;11,1;2,8;0,2;0,6;0,48;0,11;0,01;6247;Asia and the Pacific
;1930;82,7;13,9;3,2;0,2;0,73;0,59;0,13;0,01;6613;Asia and the Pacific
;1935;76,2;19,5;4;0,2;0,99;0,82;0,16;0,01;7920;Asia and the Pacific
;1940;70,1;24,7;4,9;0,3;1,25;1,04;0,2;0,01;8529;Asia and the Pacific
;1945;60,2;33,4;6;0,5;1,67;1,41;0,25;0,01;9639;Asia and the Pacific
;1950;48,1;45,1;6,3;0,6;2,16;1,88;0,27;0,02;10720;Asia and the Pacific
;1955;41,2;51,5;6,7;0,6;2,44;2,13;0,28;0,02;12354;Asia and the Pacific
;1960;35;57;7,3;0,7;2,68;2,34;0,31;0,02;14023;Asia and the Pacific
;1965;28,4;63,7;7,1;0,8;2,39;2,05;0,32;0,03;16083;Asia and the Pacific
;1970;21,4;70,3;7,2;1,1;2,74;2,36;0,34;0,04;18880;Asia and the Pacific
;1975;17,7;70,1;10,2;2,1;3,24;2,67;0,49;0,07;22321;Asia and the Pacific
;1980;12,8;71,2;12,8;3,2;3,9;3,12;0,66;0,12;26518;Asia and the Pacific
;1985;10,9;70,9;13,6;4,6;4,45;3,51;0,77;0,17;30806;Asia and the Pacific
;1990;10;69,4;14,4;6,2;5,21;4,06;0,92;0,22;35102;Asia and the Pacific
;1995;9,9;62;22,9;5,3;5,79;4,35;1,24;0,2;39020;Asia and the Pacific
;2000;11,5;57,7;24,3;6,5;6,09;4,44;1,41;0,24;42037;Asia and the Pacific
;2005;5;50,8;32,3;11,9;7,46;5;2,03;0,43;44408;Asia and the Pacific
;2010;2,7;44,1;38,8;14,4;8,47;5,36;2,59;0,52;46578;Asia and the Pacific
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
Albania;1870;99,3;0,7;0;0;0,02;0,02;0;0;347;Eastern Europe
;1875;99,1;0,9;0;0;0,03;0,02;0;0;363;Eastern Europe
;1880;98,9;1,1;0;0;0,03;0,03;0;0;380;Eastern Europe
;1885;98,5;1,5;0;0;0,04;0,04;0;0;397;Eastern Europe
;1890;98,1;1,9;0;0;0,05;0,05;0;0;413;Eastern Europe
;1895;97,6;2,4;0;0;0,06;0,06;0;0;433;Eastern Europe
;1900;97;3;0;0;0,08;0,08;0;0;453;Eastern Europe
;1905;96,2;3,8;0;0;0,1;0,1;0;0;473;Eastern Europe
;1910;94,3;5,7;0;0;0,15;0,15;0;0;493;Eastern Europe
;1915;90,7;9,3;0;0;0,24;0,24;0;0;505;Eastern Europe
;1920;86,1;13,9;0;0;0,36;0,36;0;0;523;Eastern Europe
;1925;80,5;19,4;0;0;0,51;0,5;0,01;0;535;Eastern Europe
;1930;74,6;25,3;0;0;0,67;0,66;0,01;0;548;Eastern Europe
;1935;68,5;31,3;0,2;0,1;0,84;0,82;0,01;0;562;Eastern Europe
;1940;61,5;37,5;0,9;0,1;1,08;1,02;0,05;0;604;Eastern Europe
;1945;52,9;38,9;8;0,2;1,8;1,35;0,44;0,01;630;Eastern Europe
;1950;39,3;50,6;9,4;0,7;2,75;2,19;0,54;0,02;655;Eastern Europe
;1955;37,2;50,9;10,7;1,1;2,93;2,24;0,65;0,03;751;Eastern Europe
;1960;43,8;35,2;19,2;1,8;3,23;2,13;1,04;0,06;865;Eastern Europe
;1965;40;34,2;23;2,8;3,63;2,29;1,26;0,08;978;Eastern Europe
;1970;34,2;32,4;30,1;3,4;4,63;2,98;1,55;0,1;1137;Eastern Europe
;1975;26,8;29,2;39,9;4,1;5,77;3,77;1,87;0,12;1335;Eastern Europe
;1980;19,7;24,8;51;4,5;6,95;4,65;2,16;0,14;1575;Eastern Europe
;1985;13,6;20,8;60,4;5,1;7,93;5,37;2,4;0,16;1783;Eastern Europe
;1990;10,2;16,9;67,3;5,7;8,61;5,91;2,51;0,18;2037;Eastern Europe
;1995;13,1;15,3;65,9;5,8;8,54;5,93;2,42;0,19;1945;Eastern Europe
;2000;0,6;13,7;79,2;6,5;9,93;6,93;2,79;0,21;1920;Eastern Europe
;2005;1,3;8,3;86,3;4,2;10,24;7,22;2,88;0,14;2026;Eastern Europe
;2010;1,4;4,1;92,6;1,9;10,44;6,92;3,45;0,06;2139;Eastern Europe
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
Bulgaria;1870;73,5;26,5;0;0;0,94;0,94;0;0;1382;Eastern Europe
;1875;72;28;0;0;0,97;0,97;0;0;1471;Eastern Europe
;1880;70,5;29,4;0,1;0;1,01;1,01;0;0;1052;Eastern Europe
;1885;69,1;30,7;0,3;0;1,06;1,05;0,01;0;1680;Eastern Europe
;1890;67,6;31,8;0,6;0;1,13;1,1;0,03;0;1647;Eastern Europe
;1895;64,1;34,2;1,6;0,1;1,32;1,24;0,07;0;2008;Eastern Europe
;1900;58;40,1;1,5;0,3;1,55;1,45;0,09;0,01;2139;Eastern Europe
;1905;54,6;43,4;1,6;0,4;1,69;1,57;0,1;0,01;2233;Eastern Europe
;1910;48,1;48,1;3,1;0,7;2,05;1,85;0,18;0,02;2385;Eastern Europe
;1915;40,7;44,9;13,4;1;3,02;2,15;0,83;0,03;2664;Eastern Europe
;1920;33,6;50,5;14,6;1,3;3,35;2,21;1,09;0,04;2834;Eastern Europe
;1925;30,9;51,9;15,7;1,5;3,51;2,26;1,2;0,05;3269;Eastern Europe
;1930;28;55,5;14,8;1,7;3,52;2,3;1,16;0,05;3604;Eastern Europe
;1935;26,5;57,2;14,4;1,9;3,54;2,3;1,17;0,06;3703;Eastern Europe
;1940;22,7;59,5;15,6;2,1;3,78;2,42;1,3;0,07;4207;Eastern Europe
;1945;19,8;62,4;15,2;2,6;3,89;2,48;1,33;0,08;4660;Eastern Europe
;1950;14,3;68;14,8;2,9;3,97;2,59;1,28;0,1;4821;Eastern Europe
;1955;10,6;63,7;22,6;3;4,82;2,83;1,89;0,1;4951;Eastern Europe
;1960;8,3;64,4;22,7;4,8;5,24;2,95;2,13;0,16;5226;Eastern Europe
;1965;6,6;74,1;14,9;4,4;4,71;3,03;1,53;0,15;5533;Eastern Europe
;1970;4,7;60,5;26,2;8,6;6,54;3,85;2,43;0,27;5737;Eastern Europe
;1975;3,2;53,3;32,5;11;7,41;4,44;2,62;0,34;5849;Eastern Europe
;1980;2,9;45,3;38,9;12,9;8,15;4,91;2,83;0,41;5849;Eastern Europe
;1985;2,8;38,1;44,1;14,9;8,76;5,29;2,99;0,48;6041;Eastern Europe
;1990;2,5;39,3;43,8;14,3;8,68;5,37;2,83;0,48;5804;Eastern Europe
;1995;1,8;36,4;45;16,8;9,31;5,81;2,95;0,54;5556;Eastern Europe
;2000;1,2;32,9;48,5;17,4;9,65;6,24;2,84;0,58;5432;Eastern Europe
;2005;1,6;16,8;60,9;20,8;10,61;6,68;3,26;0,68;5365;Eastern Europe
;2010;2;3,6;71,7;22,7;11,07;6,72;3,6;0,76;5201;Eastern Europe
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
Czech Republic;1870;36,7;63,1;0,1;0,1;3,19;3,18;0,01;0;5724;Eastern Europe
;1875;34,7;65;0,1;0,1;3,25;3,23;0,01;0;5983;Eastern Europe
;1880;32,7;66,9;0,2;0,2;3,36;3,34;0,02;0;6246;Eastern Europe
;1885;30,8;68,7;0,3;0,2;3,47;3,45;0,02;0,01;6510;Eastern Europe
;1890;29;70,4;0,3;0,3;3,59;3,55;0,03;0,01;6777;Eastern Europe
;1895;27,2;72;0,5;0,3;3,7;3,66;0,03;0,01;7046;Eastern Europe
;1900;25,5;73,5;0,6;0,4;3,82;3,77;0,04;0,01;7317;Eastern Europe
;1905;21;77,1;1,4;0,5;4,13;4,03;0,08;0,02;7590;Eastern Europe
;1910;17,4;79,8;2,2;0,6;4,38;4,25;0,11;0,02;7866;Eastern Europe
;1915;14,5;81,9;2,9;0,7;4,61;4,44;0,15;0,02;8144;Eastern Europe
;1920;12,3;83,4;3,7;0,6;4,79;4,6;0,17;0,02;8828;Eastern Europe
;1925;9,4;83,8;6,1;0,7;5,13;4,83;0,27;0,02;8940;Eastern Europe
;1930;7,7;83,3;8,4;0,7;5,4;5,02;0,36;0,02;9848;Eastern Europe
;1935;5,8;82,5;10,8;0,9;5,7;5,2;0,47;0,03;9934;Eastern Europe
;1940;2,8;84;12,1;1,1;6,01;5,44;0,54;0,03;9927;Eastern Europe
;1945;1,1;83,3;14,2;1,5;6,3;5,62;0,63;0,04;8268;Eastern Europe
;1950;0,7;80,6;16,9;1,8;8,22;7,6;0,57;0,05;6040;Eastern Europe
;1955;0,6;78,6;18,7;2,1;8,37;7,67;0,63;0,07;6065;Eastern Europe
;1960;0,5;76,4;21;2,1;8,49;7,73;0,69;0,07;6230;Eastern Europe
;1965;0,9;64,9;30,9;3,3;9,16;7,99;1,07;0,1;6470;Eastern Europe
;1970;0,4;53,9;42,1;3,6;9,88;8,27;1,49;0,12;6532;Eastern Europe
;1975;0,3;46,6;47,8;5,3;10,34;8,39;1,79;0,16;6481;Eastern Europe
;1980;0,3;41,2;52,6;5,8;10,69;8,48;2,02;0,18;6496;Eastern Europe
;1985;1,1;39,7;48,7;10,4;10,91;8,46;2,13;0,32;6686;Eastern Europe
;1990;0,7;34,2;52,2;12,9;11,35;8,58;2,38;0,4;6807;Eastern Europe
;1995;0,5;12,9;74,7;11,9;12,3;8,84;3,1;0,36;7043;Eastern Europe
;2000;0,4;0,2;88,7;10,7;12,78;8,87;3,59;0,33;7162;Eastern Europe
;2005;0,1;0,5;88;11,4;12,81;8,8;3,66;0,35;7272;Eastern Europe
;2010;0,2;0,9;83,2;15,7;12,8;8,47;3,86;0,47;7199;Eastern Europe
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
Hungary;1870;75,4;22,8;1,7;0,1;1,82;1,77;0,05;0;8990;Eastern Europe
;1875;73;25;1,9;0,1;2,01;1,95;0,06;0;9165;Eastern Europe
;1880;69,6;28,2;2;0,2;2,26;2,2;0,06;0,01;9757;Eastern Europe
;1885;65,7;31,9;2,2;0,2;2,55;2,48;0,07;0,01;9897;Eastern Europe
;1890;61,9;35,6;2,3;0,2;2,83;2,75;0,07;0,01;10389;Eastern Europe
;1895;57,2;40,1;2,4;0,3;3,17;3,08;0,08;0,01;10895;Eastern Europe
;1900;52,5;44,5;2,6;0,4;3,5;3,4;0,08;0,01;11544;Eastern Europe
;1905;45;51,6;2,8;0,6;4,02;3,91;0,1;0,02;11996;Eastern Europe
;1910;44,8;51,7;3;0,5;4,02;3,9;0,1;0,02;12403;Eastern Europe
;1915;40,6;55,5;3,2;0,6;4,3;4,16;0,11;0,02;13138;Eastern Europe
;1920;37,7;58,2;3,2;0,9;4,5;4,34;0,12;0,03;5094;Eastern Europe
;1925;34,6;60,4;3,9;1,2;4,73;4,53;0,15;0,04;5394;Eastern Europe
;1930;30,7;63,6;4,3;1,4;5,01;4,78;0,17;0,05;5747;Eastern Europe
;1935;25,1;69,1;4,2;1,6;5,39;5,15;0,18;0,06;5983;Eastern Europe
;1940;17;76,9;4,4;1,8;5,96;5,7;0,19;0,07;6246;Eastern Europe
;1945;9,8;82,6;5,2;2,4;6,57;6,24;0,24;0,08;6060;Eastern Europe
;1950;3,6;87,5;6,2;2,7;7,2;6,83;0,27;0,1;6309;Eastern Europe
;1955;3;86,4;7,5;3,1;7,36;6,93;0,32;0,11;6500;Eastern Europe
;1960;2,6;84,4;9,8;3,2;7,53;7,03;0,38;0,12;6553;Eastern Europe
;1965;2,1;82,5;11,9;3,5;7,75;7,18;0,45;0,13;6744;Eastern Europe
;1970;1,6;76,7;16,5;5,3;8,27;7,41;0,66;0,2;6993;Eastern Europe
;1975;1,2;65,7;26,5;6,6;8,85;7,57;1,02;0,25;7061;Eastern Europe
;1980;0,8;55,6;36;7,6;9,39;7,71;1,38;0,3;6920;Eastern Europe
;1985;0,9;53,5;36,4;9,1;9,31;7,47;1,48;0,35;6998;Eastern Europe
;1990;0,9;50,3;39,3;9,6;9,48;7,47;1,63;0,37;6885;Eastern Europe
;1995;1;21,7;65,9;11,5;10,75;7,79;2,52;0,43;7000;Eastern Europe
;2000;0,6;3,4;84,1;11,9;11,57;7,93;3,19;0,45;6993;Eastern Europe
;2005;0,5;3,2;79,8;16,5;11,89;7,94;3,35;0,6;6975;Eastern Europe
;2010;0,3;1,3;80,3;18,1;11,98;7,62;3,68;0,68;6905;Eastern Europe
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
Poland;1870;71;28,7;0,2;0,1;1,38;1,37;0,01;0;9926;Eastern Europe
;1875;68,9;30,8;0,3;0,1;1,49;1,48;0,01;0;10807;Eastern Europe
;1880;66,7;32,9;0,4;0,1;1,6;1,59;0,01;0;11689;Eastern Europe
;1885;64,4;35;0,5;0,1;1,72;1,7;0,02;0;12570;Eastern Europe
;1890;62;37,2;0,6;0,2;1,84;1,81;0,02;0;13451;Eastern Europe
;1895;59,6;39,4;0,8;0,2;1,97;1,93;0,03;0,01;14010;Eastern Europe
